Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vmbo-t,Calandlyceum - vmbo-t,Hervormd Lyceum West - Tweetalig - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Mediacollege Amsterdam - vmbo-t,Calandlyceum - vwo,College De Meer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Clusius College - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Marcanti College - v.a. vmbo-t,Mundus College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Hervormd Lyceum West - v.a. havo,Bindelmeer College - v.a. vmbo-b,Clusius College - Kansrijk Kader - vmbo-b/k,Spinoza Lyceum - Gymnasium - vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Bredero Beroepscollege - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Mundus College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Gerrit van der Veen College - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Comenius Lyceum Amsterdam - vwo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Mundus College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Kiem Montessori - v.a. vmbo-t,Hervormd Lyceum Zuid - Universalis - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,Cygnus gymnasium - vwo,Mediacollege Amsterdam - vmbo-t,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza20first - v.a. vmbo-t,Marcanti College - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Mundus College - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,SvPO Amsterdam - v.a. havo,Havo de Hof - v.a. havo,Comenius Lyceum Amsterdam - v.a. havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Fons Vitae Lyceum - vwo,Ignatiusgymnasium - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Vox College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vmbo-k,Calandlyceum - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Calandlyceum - Technasium - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - havo/vwo,Damstede - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,Panta Rhei - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Bindelmeer College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Alasca - v.a. havo,Wellantcollege Sloten - v.a. vmbo-b,Gerrit van der Veen College - vwo,Huygens College - Kansrijk Kader - vmbo-b/k,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,Comenius Lyceum Amsterdam - v.a. havo,SvPO Amsterdam - vwo,Calandlyceum - Technasium - havo/vwo,Hervormd Lyceum Zuid - vwo,Cornelius Haga Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Bredero Mavo - Tweetalig - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Lumion - vwo,CSB - Kansrijk VWO - havo/vwo,Sweelinck College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Clusius College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - v.a. havo,Geert Groote College - v.a. havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,Damstede - vwo,Hervormd Lyceum West - Tweetalig - v.a. havo,Mundus College - vmbo-k,Zuiderlicht College - v.a. vmbo-b,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Hervormd Lyceum West - v.a. havo,Het Amsterdams Lyceum - vwo,Open Schoolgemeenschap Bijlmer - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Calandlyceum - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Cartesius Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Bredero Mavo - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,Pieter Nieuwland College - v.a. havo,Mediacollege Amsterdam - vmbo-t,Cornelius Haga Lyceum - vwo,CSB - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Over-Y - v.a. vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Cygnus gymnasium - vwo,DENISE - Denise VWO - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Over-Y - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Kiem Montessori - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,IVKO - v.a. havo,IVKO - DAMU - v.a. vmbo-t,Geert Groote College - v.a. vmbo-t,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Mundus College - vmbo-t,Mediacollege Amsterdam - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IJburg College - v.a. vmbo-t,Panta Rhei - Kansrijk Kader - vmbo-b/k,Over-Y - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Calandlyceum - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Het 4e Gymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Het Amsterdams Lyceum - vwo,Spinoza Lyceum - Gymnasium - vwo,Cburg College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,Marcanti College - v.a. vmbo-t,Geert Groote College - v.a. havo,Het 4e Gymnasium - vwo,College De Meer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Marcanti College - vmbo-k,Vox College - vwo,Lumion - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Marcanti College - v.a. havo,IVKO - v.a. havo,DENISE - Denise VWO - vwo,Montessori Lyceum Amsterdam - vwo,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Clusius College - v.a. vmbo-b,College De Meer - v.a. vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - v.a. havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,SvPO Amsterdam - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Barlaeus Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Vox College - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Spinoza Lyceum - v.a. havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - vmbo-k,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Mundus College - v.a. vmbo-b,Comenius Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,IJburg College - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,St. Nicolaaslyceum - vwo,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Geert Groote College - vwo,Cygnus gymnasium - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Universalis - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Vox College - Kansrijk HAVO - vmbo-t/havo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Ignatiusgymnasium - vwo,Hervormd Lyceum West - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Lumion - Kansrijk HAVO - vmbo-t/havo,DENISE - Denise VWO - vwo,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,IVKO - DAMU - v.a. vmbo-t,Vinse School - v.a. vmbo-t,Het 4e Gymnasium - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Barlaeus Gymnasium - vwo,Cartesius Lyceum - v.a. havo,Calandlyceum - vmbo-t/havo,Vox College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,Het 4e Gymnasium - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Spring High - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,St. Nicolaaslyceum - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Ignatiusgymnasium - vwo,Vox College - v.a. vmbo-t,Gerrit van der Veen College - kunst+klas  - v.a. havo,Calandlyceum - havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - vwo,DENISE - Denise VWO - vwo,Mediacollege Amsterdam - vmbo-t,Metis Montessori Lyceum - Technasium vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Hervormd Lyceum Zuid - Universalis - vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Calvijn College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Gymnasium - vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,Hervormd Lyceum West - Tweetalig - vwo,Fons Vitae Lyceum - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - vwo,Metis Montessori Lyceum - Technasium vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Mediacollege Amsterdam - vmbo-t,Hyperion Lyceum - vwo,Geert Groote College - v.a. havo,Huygens College - v.a. vmbo-b,IVKO - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Pieter Nieuwland College - plus - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,IVKO - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Wellantcollege Sloten - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Calandlyceum - havo,Wellantcollege Sloten - vmbo-t,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. havo,Sweelinck College - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Zuiderlicht College - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Spinoza Lyceum - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Havo de Hof - v.a. havo,De nieuwe Havo - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Geert Groote College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. havo,Panta Rhei - v.a. vmbo-b,Cornelius Haga Lyceum - vwo,Comenius Lyceum Amsterdam - vwo,Metis Montessori Lyceum - Technasium vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Pieter Nieuwland College - plus - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,CSB - Kansrijk VWO - havo/vwo,DENISE - Denise TL - v.a. vmbo-t,Calandlyceum - Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IJburg College - v.a. vmbo-t,Gerrit van der Veen College - v.a. havo,Vox College - vwo,Hervormd Lyceum West - v.a. vmbo-t,Damstede - v.a. havo,Spring High - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Cornelius Haga Lyceum - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Fons Vitae Lyceum - v.a. havo,DENISE - Denise TL - v.a. vmbo-t,Xplore - v.a. vmbo-t,Vossius Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Gerrit van der Veen College - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Calandlyceum - Technasium - havo/vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,IVKO - DAMU - v.a. vmbo-t,Montessori Lyceum Amsterdam - Gymnasium - vwo,Damstede - v.a. havo,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Vossius Gymnasium - vwo,CSB - Kansrijk VWO - havo/vwo,Marcanti College - v.a. vmbo-b,Marcanti College - v.a. vmbo-t,Montessori Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Calandlyceum - vmbo-t/havo,Montessori Lyceum Oostpoort - v.a. havo,Calandlyceum - Technasium - havo/vwo,Het Amsterdams Lyceum - vwo,Clusius College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Calandlyceum - havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - vwo,Cartesius Lyceum - v.a. havo,College De Meer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Huygens College - v.a. vmbo-b,Spinoza Lyceum - Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Cygnus gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,College De Meer - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Montessori Lyceum Amsterdam - vwo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Mundus College - vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Vox College - v.a. vmbo-t,Metis Montessori Lyceum - Technasium vwo - vwo,Calvijn College - v.a. vmbo-b,Bindelmeer College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
