Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vmbo-b,Huygens College - v.a. vmbo-b,Pieter Nieuwland College - vwo,Mundus College - vmbo-t,Calandlyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,Spring High - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,College De Meer - v.a. vmbo-t,Cornelius Haga Lyceum - vwo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Panta Rhei - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Over-Y - havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Marcanti College - vwo,Mediacollege Amsterdam - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Spinoza Lyceum - Gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Bredero Mavo - Tweetalig - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Vox College - v.a. havo,Spinoza Lyceum - v.a. havo,Geert Groote College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,IJburg College - v.a. vmbo-b,Hyperion Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Calandlyceum - vwo,Gerrit van der Veen College - vwo,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Vox College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Calandlyceum - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - v.a. havo,Mediacollege Amsterdam - vmbo-t,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Pieter Nieuwland College - plus - vwo,Het 4e Gymnasium - vwo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Alasca - vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Mediacollege Amsterdam - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Marcanti College - vwo,Spinoza20first - v.a. vmbo-t,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Mundus College - vmbo-k,Calandlyceum - vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Pieter Nieuwland College - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium vwo - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Comenius Lyceum Amsterdam - v.a. havo,Marcanti College - v.a. havo,De nieuwe Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,CSB - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Cornelius Haga Lyceum - vwo,CSB - Kansrijk VWO - havo/vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Geert Groote College - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Calandlyceum - LOOT - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Fons Vitae Lyceum - vwo,Het 4e Gymnasium - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Marcanti College - v.a. vmbo-b,Calvijn College - Kansrijk Kader - vmbo-b/k,Panta Rhei - Kansrijk Kader - vmbo-b/k,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Hervormd Lyceum Zuid - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Damstede - v.a. havo,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Calandlyceum - Technasium - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Hervormd Lyceum Zuid - Universalis - vwo,Spinoza20first - v.a. vmbo-t,Lumion - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Calandlyceum - vwo,Wellantcollege Sloten - vmbo-t,Alasca - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - Tweetalig - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,College De Meer - v.a. vmbo-t,Ignatiusgymnasium - vwo,Vox College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Oostpoort - v.a. havo,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,De nieuwe Havo - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,IVKO - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Xplore - v.a. vmbo-t,Over-Y - v.a. vmbo-t,Cartesius Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,IVKO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,IJburg College - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Hervormd Lyceum West - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Over-Y - v.a. vmbo-t,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Spring High - v.a. vmbo-t,IVKO - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. havo,Marcanti College - v.a. havo,Cornelius Haga Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Damstede - v.a. havo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. havo,Wellantcollege Sloten - vmbo-t,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,CSB - Kansrijk HAVO - vmbo-t/havo,Marcanti College - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,St. Nicolaaslyceum - v.a. havo,Havo de Hof - v.a. havo,Vossius Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,Spinoza Lyceum - Gymnasium - vwo,Gerrit van der Veen College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,IVKO - DAMU - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Cartesius Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Spinoza Lyceum - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Vossius Gymnasium - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Berlage Lyceum - Tweetalig - v.a. havo,SvPO Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - vmbo-t,Calandlyceum - Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Spring High - v.a. vmbo-t,Montessori Lyceum Amsterdam - vwo,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Gerrit van der Veen College - v.a. havo,Vox College - v.a. havo,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Over-Y - Kansrijk HAVO - vmbo-t/havo,Vox College - vwo,DENISE - Denise TL - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - havo/vwo,Barlaeus Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,CSB - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. havo,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Het 4e Gymnasium - vwo,Over-Y - havo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Alasca - vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,SvPO Amsterdam - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,CSB - v.a. vmbo-t,Geert Groote College - vwo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Vox College - v.a. vmbo-b,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Calandlyceum - vmbo-t,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Spring High - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Het 4e Gymnasium - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,Het Amsterdams Lyceum - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Vox College - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Geert Groote College - Kansrijk VWO - havo/vwo,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Damstede - vwo,Spinoza Lyceum - v.a. havo,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Marcanti College - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Spinoza Lyceum - v.a. vmbo-t,Fons Vitae Lyceum - vwo,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Bredero Beroepscollege - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Bredero Mavo - Tweetalig - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - Tweetalig - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Damstede - v.a. havo,Vox College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Calvijn College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk VWO - havo/vwo,Marcanti College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Mundus College - vmbo-t,Bredero Mavo - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-k,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Lumion - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Lumion - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. havo,Gerrit van der Veen College - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
